decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
9.00,7.00,33.00,2.90,0.97,0.30,1.00,3.00,1.00,1,2,1
4.00,3.00,39.00,2.70,-0.21,-0.82,1.00,4.00,0.00,1,5,1
5.00,7.00,41.00,3.30,-0.06,0.45,1.00,3.00,0.00,1,3,1
4.00,2.00,39.00,3.00,-0.30,-0.92,1.00,3.00,0.00,1,3,1
6.00,8.00,40.00,2.60,0.32,0.62,1.00,4.00,1.00,1,4,1
4.00,2.00,28.00,3.20,-0.23,-0.95,1.00,3.00,1.00,1,3,1
8.00,6.00,39.00,3.10,0.57,0.09,1.00,3.00,0.00,1,3,1
4.00,9.00,37.00,2.90,-0.33,0.92,2.00,3.00,1.00,1,5,1
10.00,10.00,34.00,3.40,2.11,2.33,1.00,2.00,0.00,1,5,1
1.00,1.00,30.00,2.90,-1.24,-1.53,1.00,4.00,1.00,1,4,1
6.00,7.00,35.00,3.80,0.17,0.29,2.00,3.00,1.00,1,5,1
4.00,6.00,45.00,3.50,-0.22,0.13,1.00,5.00,0.00,1,4,1
8.00,9.00,43.00,3.40,0.56,1.14,1.00,4.00,1.00,1,5,1
2.00,3.00,41.00,2.80,-0.95,-0.74,1.00,4.00,1.00,1,3,1
6.00,5.00,38.00,3.40,0.23,-0.04,1.00,3.00,0.00,1,4,1
7.00,8.00,46.00,3.30,0.42,0.56,1.00,5.00,1.00,1,6,1
4.00,4.00,35.00,3.00,-0.22,-0.35,1.00,3.00,0.00,1,3,0
9.00,7.00,36.00,2.90,0.89,0.45,1.00,4.00,0.00,1,3,1
6.00,9.00,37.00,2.80,0.24,1.02,1.00,5.00,0.00,1,5,1
6.00,7.00,38.00,3.80,0.26,0.48,1.00,3.00,0.00,1,5,1
6.00,9.00,42.00,3.90,0.16,0.97,1.00,4.00,1.00,1,3,1
4.00,7.00,28.00,2.60,-0.30,0.22,1.00,4.00,1.00,1,2,1
10.00,9.00,43.00,3.60,1.31,1.15,1.00,4.00,0.00,1,5,1
1.00,1.00,36.00,3.20,-1.40,-1.49,1.00,4.00,0.00,1,4,1
8.00,8.00,38.00,3.50,0.80,0.69,1.00,4.00,0.00,1,5,1
7.00,8.00,41.00,3.40,0.41,0.55,1.00,4.00,1.00,1,6,1
9.00,10.00,37.00,2.80,1.21,1.76,1.00,5.00,1.00,1,5,1
3.00,8.00,39.00,3.10,-0.63,0.83,1.00,4.00,1.00,1,3,1
2.00,2.00,31.00,2.70,-0.91,-1.08,1.00,4.00,1.00,1,3,1
9.00,8.00,45.00,3.50,0.90,0.70,1.00,4.00,0.00,1,5,1
4.00,5.00,44.00,3.70,-0.45,-0.01,1.00,4.00,1.00,1,5,1
4.00,3.00,42.00,2.70,-0.38,-0.84,1.00,3.00,1.00,0,4,1
8.00,6.00,41.00,3.50,0.59,0.25,1.00,5.00,1.00,1,5,1
9.00,9.00,36.50,3.00,1.27,0.90,2.00,2.00,0.00,1,5,1
9.00,9.00,43.00,2.60,1.11,1.03,1.00,3.00,1.00,1,5,1
7.00,8.00,35.00,3.30,0.53,0.79,1.00,3.00,1.00,1,4,1
10.00,9.00,44.00,3.50,1.43,1.04,1.00,3.00,0.00,1,4,1
5.00,5.00,40.00,3.00,-0.10,-0.11,1.00,3.00,1.00,1,5,1
7.00,7.00,32.70,2.40,0.47,0.36,1.00,3.00,0.00,1,3,1
5.00,6.00,38.00,3.50,-0.07,0.13,1.00,4.00,0.00,1,3,1
9.00,8.00,38.00,3.10,1.12,0.76,1.00,4.00,0.00,1,3,1
8.00,10.00,38.00,3.40,0.80,1.34,1.00,2.00,1.00,1,3,1
7.00,6.00,32.00,3.70,0.46,0.25,1.00,3.00,1.00,1,5,1
1.00,1.00,38.00,3.10,-1.19,-1.48,1.00,4.00,1.00,1,4,1
3.00,3.00,36.00,2.70,-0.50,-0.82,2.00,3.00,1.00,1,3,0
8.00,9.00,34.00,3.00,0.67,1.00,1.00,4.00,1.00,1,2,1
9.00,9.00,35.00,3.30,0.91,1.12,1.00,3.00,1.00,1,3,1
9.00,9.00,39.00,3.20,1.28,1.05,1.00,4.00,1.00,1,3,1
4.00,6.00,32.00,3.00,-0.42,0.00,2.00,4.00,0.00,1,3,0
4.00,4.00,44.00,3.60,-0.25,-0.25,1.00,4.00,0.00,1,5,1
8.00,8.00,32.00,3.20,0.83,0.77,1.00,3.00,1.00,1,2,1
9.00,10.00,32.00,3.70,1.07,1.79,1.00,1.00,1.00,1,3,1
2.00,2.00,29.50,3.50,-0.99,-1.21,1.00,5.00,0.00,1,3,0
8.00,8.00,35.00,3.90,0.80,0.77,1.00,4.00,1.00,1,4,1
9.00,10.00,31.00,3.60,1.19,1.35,1.00,3.00,1.00,1,4,1
9.00,9.00,33.00,3.30,1.27,1.01,1.00,4.00,0.00,1,4,1
2.00,4.00,31.00,3.00,-0.93,-0.43,1.00,3.00,0.00,1,3,1
5.00,8.00,41.00,3.50,0.07,0.63,1.00,3.00,0.00,1,6,1
5.00,6.00,39.00,3.00,-0.13,0.17,1.00,5.00,0.00,1,3,1
10.00,10.00,47.00,3.20,1.82,1.73,1.00,3.00,1.00,1,4,1
10.00,8.00,36.50,3.40,1.49,0.77,1.00,5.00,1.00,1,3,1
10.00,10.00,39.00,4.00,1.72,2.19,1.00,4.00,1.00,1,4,1
9.00,9.00,34.00,3.90,1.28,1.26,1.00,3.00,0.00,1,4,1
8.00,8.00,35.00,3.30,0.80,0.78,1.00,4.00,1.00,1,3,1
6.00,5.00,35.00,2.80,0.24,-0.26,2.00,3.00,1.00,1,3,0
3.00,2.00,41.00,3.80,-0.47,-0.93,1.00,3.00,0.00,1,5,1
6.00,3.00,45.00,3.20,0.31,-0.67,1.00,3.00,1.00,1,4,0
6.00,5.00,41.00,3.40,0.21,-0.16,1.00,5.00,0.00,1,5,1
3.00,3.00,37.00,3.90,-0.49,-0.54,1.00,3.00,0.00,1,5,1
9.00,9.00,42.00,2.30,0.98,1.16,1.00,4.00,1.00,1,3,1
1.00,1.00,24.00,3.10,-1.34,-2.11,1.00,3.00,0.00,0,4,0
4.00,5.00,43.00,3.60,-0.28,-0.07,1.00,4.00,1.00,1,4,1
6.00,4.00,31.50,3.20,0.05,-0.55,1.00,5.00,1.00,1,2,1
2.00,3.00,33.50,2.90,-0.86,-0.64,1.00,4.00,1.00,1,4,1
2.00,3.00,42.00,3.10,-0.96,-0.58,1.00,3.00,1.00,1,4,1
9.00,9.00,39.00,3.20,1.19,1.06,2.00,3.00,0.00,1,3,1
9.00,9.00,47.00,3.40,1.22,0.94,1.00,4.00,1.00,1,4,1
6.00,7.00,34.00,3.40,0.06,0.36,1.00,4.00,0.00,1,3,1
5.00,6.00,36.00,3.10,-0.15,0.18,2.00,2.00,0.00,1,4,1
6.00,8.00,34.00,3.60,0.13,0.79,1.00,4.00,1.00,1,3,1
3.00,4.00,42.00,2.80,-0.54,-0.28,1.00,4.00,1.00,1,4,1
4.00,3.00,43.00,3.90,-0.38,-0.71,1.00,4.00,0.00,1,5,1
9.00,8.00,35.00,3.70,0.92,0.60,1.00,4.00,0.00,1,4,1
5.00,5.00,33.00,3.50,-0.12,-0.24,1.00,4.00,0.00,1,4,1
4.00,1.00,31.00,3.00,-0.39,-1.34,1.00,3.00,0.00,1,3,0
7.00,7.00,32.00,3.30,0.34,0.43,1.00,4.00,0.00,1,4,1
4.00,4.00,40.00,3.00,-0.29,-0.55,1.00,3.00,0.00,1,3,1
3.00,1.00,44.00,3.00,-0.42,-1.34,1.00,5.00,1.00,1,3,1
4.00,4.00,41.00,3.70,-0.21,-0.23,1.00,2.00,1.00,1,6,1
3.00,4.00,45.00,3.40,-0.57,-0.35,1.00,4.00,0.00,1,5,1
6.00,6.00,48.00,3.40,0.14,0.25,1.00,4.00,1.00,1,4,1
4.00,5.00,38.00,3.50,-0.36,-0.21,1.00,3.00,0.00,1,4,1
6.00,6.00,38.00,2.80,0.21,0.01,1.00,4.00,1.00,1,3,1
6.00,6.00,34.00,3.40,0.09,0.19,1.00,3.00,1.00,1,2,0
9.00,9.00,34.50,3.70,1.16,0.94,1.00,2.00,0.00,1,3,1
4.00,9.00,39.00,3.90,-0.39,0.89,1.00,4.00,1.00,1,5,1
10.00,10.00,31.00,3.90,1.25,1.75,2.00,4.00,0.00,0,2,1
5.00,8.00,36.00,3.10,-0.01,0.55,1.00,4.00,1.00,1,2,1
7.00,8.00,40.00,3.40,0.36,0.64,1.00,3.00,1.00,1,4,1
4.00,6.00,33.00,3.90,-0.30,-0.01,1.00,4.00,0.00,1,3,1
6.00,8.00,34.00,3.50,0.19,0.64,1.00,3.00,0.00,1,3,1
7.00,7.00,38.00,3.60,0.48,0.32,1.00,3.00,1.00,1,3,1
1.00,2.00,33.00,3.30,-1.36,-1.11,1.00,3.00,0.00,1,3,1
10.00,10.00,37.00,3.50,2.33,2.53,1.00,3.00,0.00,1,3,1
3.00,5.00,33.00,3.50,-0.54,-0.20,1.00,4.00,0.00,1,5,0
10.00,7.00,38.00,2.90,1.68,0.36,1.00,4.00,1.00,1,3,1
8.00,8.00,42.00,3.40,0.70,0.56,1.00,3.00,1.00,1,4,1
9.00,8.00,48.00,3.90,0.89,0.63,1.00,4.00,1.00,1,5,1
7.00,8.00,44.00,3.30,0.45,0.87,1.00,3.00,1.00,1,4,1
5.00,10.00,38.00,3.70,-0.07,2.01,1.00,4.00,0.00,1,5,1
3.00,2.00,32.00,3.50,-0.55,-0.98,1.00,4.00,0.00,1,3,0
4.00,6.00,41.00,3.60,-0.29,0.12,1.00,3.00,1.00,1,4,1
2.00,1.00,44.00,3.20,-1.08,-1.33,1.00,5.00,1.00,1,6,1
9.00,10.00,45.00,3.10,1.29,1.39,1.00,5.00,1.00,1,3,1
4.00,4.00,45.00,2.70,-0.28,-0.30,1.00,4.00,1.00,1,3,1
2.00,2.00,33.00,3.20,-0.71,-0.96,2.00,4.00,1.00,1,3,0
7.00,6.00,39.00,3.40,0.61,0.11,1.00,4.00,1.00,1,4,1
9.00,7.00,37.00,3.00,0.99,0.29,2.00,3.00,1.00,1,5,1
6.00,7.00,41.00,3.30,0.24,0.39,1.00,4.00,0.00,1,4,1
8.00,7.00,30.50,3.50,0.73,0.46,1.00,3.00,0.00,1,2,1
10.00,10.00,32.00,3.30,1.64,1.77,1.00,3.00,0.00,1,3,1
8.00,8.00,41.00,3.50,0.70,0.81,1.00,4.00,1.00,1,4,1
8.00,8.00,37.00,3.10,0.60,0.66,2.00,5.00,1.00,1,3,1
4.00,4.00,39.00,3.30,-0.22,-0.37,1.00,4.00,0.00,1,5,1
5.00,4.00,38.00,3.10,0.01,-0.34,1.00,5.00,1.00,1,5,1
9.00,8.00,41.00,3.10,1.14,0.81,1.00,4.00,1.00,1,3,1
4.00,6.00,38.00,3.70,-0.32,0.05,1.00,4.00,0.00,1,5,1
2.00,4.00,39.00,3.70,-1.13,-0.53,1.00,3.00,0.00,1,4,0
9.00,9.00,36.00,2.90,1.23,1.26,1.00,2.00,1.00,1,2,1
5.00,4.00,26.00,3.30,0.07,-0.30,1.00,4.00,0.00,1,4,1
10.00,9.00,30.00,2.30,1.30,1.23,1.00,4.00,1.00,1,2,1
6.00,5.00,33.00,2.00,0.30,-0.05,1.00,3.00,1.00,1,3,1
10.00,10.00,40.00,3.60,1.52,1.29,1.00,4.00,1.00,1,4,1
8.00,9.00,42.00,2.10,0.59,1.17,1.00,3.00,1.00,1,2,1
1.00,4.00,34.00,2.60,-1.09,-0.50,1.00,4.00,0.00,1,2,1
3.00,3.00,31.00,3.90,-0.48,-0.72,1.00,3.00,0.00,1,4,1
4.00,5.00,41.00,3.70,-0.24,-0.13,1.00,3.00,0.00,1,4,1
5.00,6.00,34.00,3.40,-0.15,0.13,1.00,3.00,1.00,1,3,1
3.00,2.00,32.50,3.50,-0.58,-0.92,2.00,3.00,0.00,1,5,0
8.00,10.00,45.00,3.40,0.81,1.50,1.00,2.00,0.00,1,6,1
4.00,5.00,28.50,3.30,-0.32,-0.15,1.00,3.00,1.00,1,5,1
6.00,3.00,40.00,2.90,0.19,-0.79,1.00,4.00,1.00,1,3,1
10.00,10.00,35.00,3.40,1.51,1.70,1.00,3.00,1.00,1,3,1
9.00,9.00,44.00,3.60,1.07,0.98,1.00,4.00,0.00,1,6,1
6.00,7.00,40.00,3.10,0.26,0.51,1.00,4.00,0.00,1,4,1
9.00,9.00,38.00,3.20,0.97,1.09,1.00,3.00,1.00,1,4,1
9.00,10.00,37.00,2.50,1.19,1.39,1.00,4.00,1.00,1,2,1
2.00,2.00,36.00,3.10,-0.87,-1.07,1.00,2.00,1.00,1,4,1
10.00,10.00,43.00,4.00,1.89,2.53,1.00,4.00,1.00,1,2,1
6.00,6.00,40.00,3.00,0.10,0.13,2.00,3.00,0.00,1,3,1
6.00,8.00,37.00,3.50,0.29,0.58,1.00,3.00,0.00,1,4,1
7.00,8.00,35.50,3.50,0.40,0.78,1.00,4.00,1.00,1,2,1
3.00,3.00,28.00,3.00,-0.65,-0.57,1.00,2.00,1.00,1,4,1
5.00,5.00,42.00,3.40,-0.11,-0.15,1.00,3.00,0.00,1,3,1
8.00,7.00,33.50,3.30,0.60,0.41,1.00,4.00,0.00,1,3,1
3.00,2.00,39.00,2.60,-0.52,-0.90,1.00,3.00,1.00,1,3,1
10.00,10.00,33.00,3.20,1.40,1.70,1.00,4.00,0.00,1,5,1
10.00,10.00,38.00,3.70,2.02,1.85,1.00,4.00,1.00,1,4,1
3.00,5.00,34.00,3.60,-0.54,-0.24,1.00,4.00,0.00,1,5,0
4.00,3.00,37.00,2.60,-0.25,-0.75,1.00,4.00,1.00,1,4,1
2.00,1.00,44.00,3.90,-1.05,-1.47,1.00,5.00,1.00,1,6,1
6.00,6.00,47.00,3.40,0.31,0.19,1.00,3.00,0.00,1,6,1
7.00,5.00,42.00,3.50,0.54,-0.11,1.00,5.00,0.00,1,5,1
4.00,4.00,35.50,3.40,-0.19,-0.44,1.00,4.00,0.00,1,3,0
8.00,5.00,39.00,3.20,0.77,-0.07,1.00,3.00,0.00,1,3,1
7.00,10.00,31.00,3.40,0.46,1.43,1.00,3.00,1.00,1,3,1
4.00,4.00,41.00,3.40,-0.39,-0.48,1.00,4.00,0.00,1,5,1
10.00,10.00,43.00,2.20,1.62,1.71,1.00,4.00,0.00,1,5,1
9.00,9.00,39.00,2.50,1.09,1.08,1.00,3.00,1.00,1,3,1
2.00,2.00,32.00,2.20,-0.91,-1.31,1.00,2.00,1.00,0,1,0
1.00,1.00,21.00,3.10,-1.88,-1.43,1.00,3.00,0.00,0,3,1
6.00,3.00,37.00,3.30,0.28,-0.62,1.00,4.00,1.00,1,4,1
5.00,8.00,32.00,2.90,-0.08,0.82,2.00,4.00,1.00,1,3,1
3.00,5.00,37.00,3.60,-0.55,-0.25,1.00,4.00,1.00,1,3,1
6.00,7.00,35.00,3.50,0.20,0.36,1.00,4.00,0.00,1,3,1
7.00,9.00,41.00,3.10,0.57,0.91,1.00,4.00,1.00,1,6,1
10.00,10.00,47.00,3.90,1.84,1.72,1.00,5.00,1.00,1,6,1
1.00,1.00,25.50,2.50,-1.76,-1.59,1.00,4.00,0.00,0,4,0
6.00,6.00,35.00,2.80,0.14,0.07,1.00,3.00,0.00,1,4,1
6.00,4.00,35.00,3.00,0.31,-0.31,1.00,4.00,1.00,1,3,1
6.00,8.00,43.00,4.00,0.22,0.61,1.00,4.00,1.00,1,3,1
8.00,9.00,38.50,2.50,0.78,1.24,1.00,4.00,0.00,1,4,1
7.00,6.00,36.00,3.60,0.30,0.25,1.00,4.00,0.00,1,5,1
8.00,7.00,32.50,3.60,0.72,0.29,1.00,4.00,1.00,1,2,1
5.00,4.00,30.00,3.20,-0.16,-0.52,1.00,2.00,1.00,1,4,1
6.00,7.00,44.00,3.90,0.19,0.29,1.00,3.00,1.00,1,4,1
7.00,4.00,37.00,2.80,0.34,-0.37,1.00,3.00,0.00,1,4,1
9.00,9.00,34.00,3.00,1.12,1.18,2.00,3.00,0.00,1,4,1
6.00,6.00,29.50,2.90,0.07,0.03,1.00,4.00,1.00,1,2,1
9.00,10.00,45.00,2.90,0.92,1.37,1.00,2.00,0.00,1,3,1
7.00,9.00,32.00,3.00,0.56,1.01,1.00,3.00,0.00,1,1,1
7.00,5.00,40.00,2.40,0.61,0.00,2.00,3.00,0.00,1,4,1
3.00,3.00,35.50,2.40,-0.63,-0.76,1.00,2.00,1.00,1,3,1
1.00,1.00,24.00,2.90,-2.13,-1.92,1.00,1.00,0.00,0,4,1
3.00,5.00,33.50,2.50,-0.43,-0.12,1.00,3.00,1.00,1,2,1
10.00,10.00,39.00,3.80,1.92,2.06,1.00,4.00,1.00,1,5,1
6.00,6.00,45.00,3.30,0.27,0.27,1.00,3.00,1.00,1,4,1
2.00,1.00,32.30,2.50,-0.79,-1.75,1.00,4.00,0.00,1,3,1
7.00,8.00,35.00,3.60,0.36,0.86,1.00,4.00,1.00,1,3,1
8.00,9.00,39.50,3.50,0.74,0.88,1.00,4.00,1.00,1,4,1
2.00,4.00,36.00,3.80,-0.99,-0.37,1.00,4.00,1.00,1,3,1
1.00,1.00,37.00,2.90,-1.51,-1.58,1.00,3.00,0.00,1,3,0
6.00,6.00,35.00,3.00,0.21,0.21,1.00,4.00,0.00,1,3,1
9.00,8.00,37.00,3.70,0.92,0.81,1.00,2.00,1.00,1,4,1
1.00,1.00,24.00,3.60,-1.54,-1.70,1.00,1.00,1.00,0,3,0
8.00,8.00,39.50,3.40,0.64,0.56,1.00,3.00,0.00,1,3,1
3.00,5.00,42.00,2.00,-0.47,-0.15,1.00,4.00,1.00,1,3,1
4.00,3.00,40.00,2.10,-0.41,-0.69,1.00,4.00,1.00,1,3,1
9.00,8.00,42.00,2.80,0.87,0.82,1.00,4.00,1.00,1,3,1
5.00,5.00,37.00,3.80,-0.12,-0.23,1.00,3.00,0.00,1,5,1
10.00,10.00,39.00,3.50,1.44,2.54,1.00,4.00,0.00,1,3,1
10.00,9.00,44.00,3.60,1.46,0.94,1.00,3.00,1.00,1,6,1
8.00,7.00,30.00,3.30,0.58,0.53,1.00,4.00,0.00,1,3,1
6.00,6.00,25.70,3.10,0.15,0.10,1.00,4.00,1.00,1,2,1
9.00,7.00,32.00,3.50,0.92,0.54,1.00,4.00,0.00,1,3,1
5.00,7.00,34.00,3.20,-0.01,0.41,1.00,1.00,1.00,1,5,1
8.00,9.00,34.00,3.60,0.88,1.01,1.00,4.00,0.00,1,1,1
8.00,4.00,48.00,2.70,0.84,-0.44,1.00,4.00,1.00,1,3,1
9.00,10.00,43.00,3.80,1.15,1.32,1.00,4.00,0.00,1,4,1
9.00,10.00,42.00,4.00,1.26,1.48,1.00,4.00,1.00,1,6,1
5.00,4.00,42.00,3.00,-0.16,-0.51,1.00,4.00,0.00,1,4,1
5.00,5.00,44.00,3.10,0.05,-0.11,1.00,4.00,1.00,1,6,1
5.00,6.00,33.00,3.10,-0.13,0.20,1.00,5.00,1.00,1,2,1
7.00,7.00,42.00,3.00,0.61,0.55,1.00,4.00,0.00,1,4,1
9.00,9.00,39.00,4.00,1.16,1.01,1.00,3.00,0.00,1,3,1
1.00,1.00,39.00,2.70,-1.38,-1.56,1.00,4.00,1.00,0,5,1
1.00,1.00,35.00,2.80,-1.15,-1.95,1.00,3.00,1.00,1,3,0
9.00,7.00,43.00,3.40,0.97,0.47,1.00,3.00,0.00,1,4,1
9.00,10.00,44.00,3.50,1.07,1.31,1.00,1.00,1.00,1,5,1
9.00,9.00,35.00,3.00,1.19,1.24,1.00,4.00,1.00,1,4,1
3.00,5.00,43.00,3.30,-0.55,-0.16,1.00,1.00,1.00,1,4,1
9.00,9.00,31.00,3.60,1.27,1.05,1.00,4.00,0.00,1,3,1
8.00,9.00,45.00,3.60,0.76,0.89,1.00,3.00,1.00,1,4,1
8.00,7.00,31.00,3.70,0.57,0.44,1.00,3.00,1.00,1,3,1
1.00,1.00,34.00,4.00,-1.36,-1.57,1.00,4.00,1.00,1,4,1
7.00,8.00,35.00,3.00,0.46,0.75,1.00,4.00,0.00,1,3,1
5.00,7.00,42.00,3.70,-0.03,0.45,1.00,4.00,0.00,1,6,1
9.00,10.00,34.00,3.10,1.18,1.39,1.00,4.00,1.00,1,3,1
2.00,2.00,23.50,3.10,-1.08,-1.18,1.00,4.00,0.00,0,3,1
6.00,6.00,37.00,3.40,0.09,0.12,1.00,2.00,0.00,1,3,1
4.00,4.00,43.00,3.70,-0.26,-0.40,1.00,4.00,1.00,1,5,0
7.00,8.00,31.00,3.00,0.33,0.61,1.00,3.00,1.00,1,2,1
4.00,4.00,41.00,3.60,-0.34,-0.31,1.00,4.00,0.00,1,4,1
8.00,7.00,45.00,3.60,0.90,0.53,1.00,2.00,1.00,1,6,1
6.00,5.00,40.00,3.10,0.19,-0.16,1.00,4.00,1.00,1,4,1
6.00,7.00,37.00,3.10,0.14,0.45,1.00,4.00,0.00,1,3,1
10.00,10.00,36.00,3.10,1.48,1.62,1.00,3.00,0.00,0,4,1
5.00,4.00,30.00,3.60,-0.16,-0.41,1.00,3.00,0.00,1,3,1
7.00,9.00,34.00,3.70,0.46,0.91,1.00,4.00,0.00,1,4,1
5.00,1.00,34.00,3.10,-0.08,-1.35,1.00,3.00,0.00,1,3,1
4.00,4.00,37.00,4.00,-0.25,-0.38,1.00,4.00,1.00,1,4,1
5.00,3.00,38.00,3.20,0.00,-0.61,1.00,4.00,0.00,1,3,0
8.00,9.00,45.00,2.60,0.80,1.01,2.00,4.00,1.00,1,5,1
1.00,1.00,23.00,3.10,-1.74,-1.26,1.00,3.00,1.00,0,2,0
9.00,10.00,36.00,3.40,1.34,1.76,1.00,4.00,0.00,1,6,1
4.00,4.00,38.00,3.40,-0.21,-0.55,1.00,4.00,0.00,1,3,1
6.00,8.00,37.00,3.50,0.20,0.85,1.00,3.00,1.00,1,3,1
2.00,3.00,32.00,3.10,-0.74,-0.62,1.00,3.00,0.00,1,2,1
3.00,6.00,40.00,2.80,-0.48,0.14,1.00,4.00,1.00,1,3,1
1.00,1.00,26.50,2.60,-1.44,-1.82,1.00,5.00,1.00,1,3,1
4.00,4.00,40.00,3.60,-0.35,-0.34,1.00,5.00,1.00,1,5,1
5.00,4.00,34.00,2.80,-0.15,-0.36,1.00,2.00,1.00,1,2,1
7.00,6.00,37.00,3.10,0.51,0.05,1.00,4.00,0.00,1,3,1
6.00,4.00,42.00,3.30,0.19,-0.46,1.00,3.00,0.00,1,4,1
6.00,6.00,35.00,3.10,0.19,0.07,1.00,4.00,0.00,1,3,1
5.00,5.00,46.00,3.40,0.00,-0.05,1.00,4.00,1.00,1,5,1
6.00,4.00,40.00,3.20,0.32,-0.39,1.00,3.00,1.00,1,4,1
7.00,9.00,33.00,3.30,0.50,1.07,1.00,3.00,1.00,1,3,1
8.00,9.00,27.00,3.80,0.58,0.88,1.00,4.00,0.00,1,3,1
2.00,4.00,32.00,3.70,-0.85,-0.42,1.00,3.00,0.00,0,3,1
1.00,1.00,13.50,2.70,-1.57,-3.00,1.00,3.00,0.00,0,5,1
8.00,8.00,35.00,3.00,0.69,0.73,1.00,2.00,0.00,1,3,1
4.00,6.00,43.00,3.10,-0.18,0.21,1.00,3.00,1.00,1,3,1
4.00,3.00,48.00,3.40,-0.40,-0.54,1.00,4.00,1.00,1,6,1
6.00,7.00,37.00,3.30,0.24,0.48,1.00,5.00,1.00,1,3,1
5.00,4.00,33.00,2.40,-0.17,-0.42,1.00,5.00,0.00,1,3,1
2.00,1.00,33.00,3.00,-1.12,-1.52,1.00,2.00,0.00,0,4,0
8.00,7.00,34.00,3.50,0.72,0.36,1.00,3.00,1.00,1,2,1
8.00,9.00,39.00,3.00,0.79,0.90,1.00,3.00,1.00,1,4,1
4.00,5.00,40.00,3.40,-0.29,-0.04,1.00,4.00,1.00,1,4,1
5.00,6.00,39.00,3.30,-0.06,0.05,1.00,4.00,1.00,1,4,1
5.00,4.00,42.00,3.40,-0.16,-0.41,1.00,2.00,1.00,1,5,1
9.00,8.00,45.00,4.00,1.01,0.77,1.00,4.00,1.00,1,4,1
10.00,8.00,45.00,2.90,1.30,0.63,1.00,3.00,1.00,1,5,1
10.00,10.00,42.00,3.80,2.05,1.74,1.00,4.00,1.00,1,5,1
8.00,7.00,37.50,3.80,0.77,0.55,1.00,5.00,0.00,1,4,1
7.00,7.00,38.00,3.70,0.40,0.31,1.00,3.00,1.00,1,4,1
1.00,2.00,38.00,3.20,-1.15,-0.90,1.00,4.00,1.00,1,4,1
10.00,10.00,36.50,3.00,2.39,2.21,1.00,4.00,1.00,1,5,1
4.00,4.00,45.00,3.40,-0.30,-0.40,1.00,4.00,1.00,1,4,1
3.00,5.00,38.00,3.10,-0.57,-0.03,1.00,4.00,1.00,1,5,1
5.00,6.00,32.00,3.10,-0.15,0.00,1.00,3.00,0.00,1,3,0
4.00,5.00,35.00,3.40,-0.37,-0.10,1.00,4.00,0.00,1,3,1
4.00,3.00,34.00,3.90,-0.29,-0.58,1.00,3.00,0.00,1,3,1
2.00,5.00,37.00,3.60,-0.84,-0.22,1.00,3.00,1.00,0,5,1
9.00,9.00,43.00,3.70,1.07,0.98,1.00,4.00,1.00,1,5,1
4.00,4.00,29.50,3.50,-0.21,-0.52,1.00,4.00,0.00,1,3,1
1.00,1.00,35.00,3.20,-1.27,-1.40,1.00,4.00,0.00,1,3,1
2.00,5.00,47.00,3.60,-0.89,-0.15,1.00,4.00,1.00,1,6,1
5.00,6.00,31.00,3.00,0.00,0.05,1.00,3.00,0.00,1,3,1
6.00,6.00,34.00,3.70,0.22,0.09,1.00,3.00,1.00,1,3,0
9.00,9.00,40.00,3.10,1.22,1.24,1.00,4.00,0.00,1,2,1
5.00,6.00,45.00,3.70,-0.09,0.05,1.00,4.00,1.00,1,6,1
8.00,9.00,40.00,3.50,0.65,1.08,1.00,4.00,0.00,1,4,1
1.00,2.00,34.00,3.40,-1.39,-1.23,1.00,4.00,1.00,1,5,1
2.00,2.00,31.00,3.60,-1.02,-1.13,1.00,3.00,0.00,0,6,1
4.00,4.00,41.00,3.30,-0.28,-0.34,1.00,3.00,0.00,1,4,1
2.00,1.00,47.00,3.30,-0.89,-1.31,1.00,5.00,0.00,1,5,1
6.00,5.00,35.00,3.10,0.31,-0.01,1.00,5.00,0.00,1,4,1
8.00,6.00,33.00,3.50,0.66,0.14,1.00,3.00,1.00,1,4,1
4.00,3.00,30.50,3.00,-0.40,-0.70,1.00,4.00,1.00,1,3,1
2.00,1.00,31.00,3.20,-1.04,-1.91,1.00,2.00,0.00,1,2,0
7.00,7.00,32.00,3.60,0.50,0.33,1.00,3.00,1.00,1,3,1
6.00,7.00,33.50,3.70,0.31,0.55,1.00,4.00,0.00,1,4,1
4.00,4.00,39.00,3.50,-0.44,-0.44,1.00,3.00,0.00,1,5,1
9.00,7.00,36.00,3.60,1.05,0.42,1.00,2.00,1.00,1,4,1
4.00,6.00,39.00,3.10,-0.30,0.07,1.00,4.00,1.00,1,6,1
9.00,10.00,48.00,3.70,1.11,1.45,1.00,4.00,0.00,1,4,1
6.00,5.00,36.00,3.10,0.15,-0.22,1.00,4.00,0.00,1,3,1
6.00,7.00,42.00,3.40,0.29,0.45,1.00,2.00,1.00,1,4,1
3.00,4.00,33.00,2.50,-0.50,-0.55,1.00,4.00,1.00,1,2,1
7.00,8.00,37.00,3.70,0.46,0.86,1.00,4.00,0.00,1,3,1
6.00,7.00,36.00,3.60,0.23,0.42,1.00,3.00,0.00,1,4,1
3.00,3.00,36.00,2.90,-0.61,-0.60,1.00,2.00,0.00,1,4,1
9.00,9.00,39.00,2.90,1.00,1.11,1.00,2.00,0.00,1,5,1
