REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6
-0.0001,0.0013,0.0004,0.008,0.01,0
0.0001,-0.0006,0.0007,0.006,-0.01,0
0.0002,-0.0028,-0.0001,0.01,-0.012,-2.0E-05
0.0003,-0.005,0.0011,0.011,0.008,-0.00018
-0.0001,0.0054,-0.0005,0.002,-0.004,6.0E-05
0.0001,-0.0047,0.0007,0.019,0.005,-3.0E-05
0.0001,0.0025,0.0026,0.012,0.01,-2.0E-05
0.0001,-0.0048,-0.0011,0.007,0.005,-6.0E-05
-0.0002,0.0071,0.0025,0.009,0.014,4.0E-05
0.0001,0.0045,0.0029,0.014,0.025,-0.0002
0.0001,-0.0046,0.0009,0.019,0.025,-0.00014
-0.0002,0.0011,-0.0003,0.005,0.01,4.0E-05
0.0002,-0.0037,0.0011,0.008,0.006,-0.00013
0.0001,-0.0012,-0.0002,0.011,-0.01,1.0E-05
-0.0001,0.003,-0.0005,0.008,-0.007,9.0E-05
0.0001,-0.0023,0.001,0.005,-0.013,1.0E-05
-0.0001,0.0048,0.0026,0.011,-0.006,9.0E-05
0.0003,-0.0038,-0.0038,0.014,0.006,-0.00014
-0.0001,0.0048,0.0005,0.004,0.015,3.0E-05
0.0002,-0.004,0.0013,0.013,0.023,-0.00029
0.0002,-0.0046,-0.0007,0.011,0.006,-7.0E-05
0.0001,-0.0036,-0.001,0.007,0.005,-3.0E-05
0.0004,-0.0146,0.0038,0.014,0.001,-0.00016
-0.0001,0.0069,0.0061,0.017,-0.023,0.00017
-0.0002,0.009,0.0038,0.019,-0.003,4.0E-05
-0.0001,0.0072,0.0032,0.019,0.013,-0.00014
-0.0001,-0.0036,0.0024,0.014,0.022,-0.00019
0.0006,-0.0089,0.0029,0.013,0.007,-0.00019
0.0001,-0.0049,0.0033,0.013,-0.011,0.00033
-0.0001,0.0046,0.002,0.01,-0.012,0.00041
0.0007,-0.0058,0.0006,0.013,0.009,-0.00039
-0.0001,0.0039,0.0032,0.008,-0.013,0.00027
-0.0005,0.0065,0.0043,0.01,-0.006,0.00015
0.0004,-0.0071,0.0024,0.008,-0.01,-0.00011
-0.0004,0.0102,0.0051,0.014,-0.003,0.00015
-0.0001,-0.0081,0.0008,0.014,0.007,-0.00017
-0.0003,0.0079,0.0045,0.014,-0.006,0.00024
-0.0001,0.0067,0.0024,0.017,0.019,-0.0001
-0.0002,0.0037,0.0029,0.017,0.028,-0.00019
0.0006,-0.0055,-0.0002,0.017,0.023,-0.00017
-0.0003,0.0072,0.0018,0.013,0.029,8.0E-05
0.0001,0.0051,0.002,0.013,0.042,-0.00016
0.0001,-0.006,0.0023,0.008,0.043,-0.00028
-0.0003,0.0041,0.0038,0.013,0.01,-2.0E-05
0.0004,-0.0055,0.0033,0.016,0.009,-0.0002
-0.0003,0.005,0.0018,0.011,0.013,0.00012
0.0004,-0.0055,0.0029,0.023,-0.002,-0.00019
0.0002,0,0.0019,0.028,-0.027,0.00017
0.0001,0.0048,0.0014,0.026,-0.022,0.00021
-0.0003,0.008,-0.0048,0.018,-0.014,0.00022
-0.0004,0.0028,-0.0009,0.008,0.01,-0.00021
0.0008,-0.0062,0.0036,0.011,0.005,-0.00029
-0.0003,0.006,0.0028,0.02,-0.009,0.00018
-0.0003,0.0051,0.0035,0.027,0.012,-9.0E-05
0.0006,-0.0067,-0.0007,0.024,0.007,-0.0002
-0.0004,0.0057,0.0019,0.012,-0.003,0.00013
0.0004,-0.0061,0.0014,0.019,0.005,-0.00015
-0.0001,0.0051,0.0021,0.021,0,4.0E-05
0.0004,-0.0041,0.0011,0.019,0.007,-0.0001
-0.0001,0.0048,0.0006,0.01,0.014,3.0E-05
0.0001,-0.0003,0.0013,0.009,-0.01,0.00011
-0.0001,0.0028,0.0041,0.015,-0.008,0.00016
-0.0001,0.0045,0.0014,0.024,0.012,0
0.0002,-0.0055,0.003,0.012,0.008,-7.0E-05
0.0003,-0.0005,0.003,0.02,-0.01,0.00012
-0.0005,0.0054,-0.0024,0.013,-0.005,0.00028
0.0002,-0.0036,0.0034,0.011,0.007,-0.00017
0.0001,-0.0019,0.0008,0.014,-0.01,7.0E-05
-0.0001,0.0036,0.0009,0.012,-0.008,0.00014
-0.0003,0.0039,0.0013,0.012,0.011,-4.0E-05
0.0004,-0.0052,0,0.012,0.007,-0.00015
-0.0001,0.0063,0.0027,0.013,0.014,7.0E-05
-0.0002,0.0052,-0.0008,0.016,0.029,-6.0E-05
0.0004,-0.0072,0.0005,0.013,0.02,-0.00013
0.0001,-0.0054,-0.0004,0.014,0.001,-9.0E-05
0.0002,-0.0045,-0.0006,0.01,-0.012,7.0E-05
0.0001,0.0044,0.0014,0.012,-0.003,2.0E-05
-0.0001,0.0056,-0.0003,0.005,0.028,-8.0E-05
-0.0001,0.0046,0.002,0.012,0.005,9.0E-05
-0.0001,0.0045,0.0025,0.014,0.014,-0.00011
-0.0001,-0.0064,-0.0006,0.006,0.005,-7.0E-05
0.0002,-0.0076,0.0019,0.008,-0.009,-4.0E-05
-0.0001,0.0041,0.0011,0.011,-0.025,0.00019
-0.0002,0.0059,0.0014,0.011,-0.007,0
0.0002,-0.0054,0.0008,0.011,-0.012,-4.0E-05
-0.0001,0.0061,-0.0012,0.009,-0.004,7.0E-05
0.0002,-0.0049,0.0031,0.013,0.007,-0.0002
-0.0002,0.0056,-0.0004,0.002,-0.004,0.00017
0.0001,0.0035,0.0039,0.012,0.015,-9.0E-05
0.0003,-0.0051,0,0.014,0.003,-2.0E-05
-0.0001,0.0045,-0.0015,0.003,-0.001,0.00022
-0.0002,0.0067,0.0007,0.002,0.013,4.0E-05
-0.0001,0.004,0.0052,0.012,0.028,-0.00014
0.0002,-0.0046,-0.0031,0.013,0.024,-0.00012
0.0001,-0.0013,0.0009,0.016,-0.01,5.0E-05
-0.0003,0.0031,-0.0012,0.009,-0.008,0.00015
0.0002,-0.0034,0.0004,0.005,-0.005,-0.00014
0.0002,-0.0054,0.0006,0.007,-0.014,-0.00017
0.0002,-0.005,0.0012,0.006,-0.03,7.0E-05
0.0001,0.0057,0.0009,0.015,-0.006,0
-0.0005,0.0069,-0.0007,0.012,0.003,0.0001
-0.0001,-0.0042,-0.0005,0.011,0.011,-0.0004
-0.0001,-0.0061,-0.0019,0.003,-0.01,0.00026
-0.0001,0.0059,0.0041,0.005,-0.004,8.0E-05
-0.0002,0.0059,0.004,0.012,0.011,-3.0E-05
0.0003,-0.0042,-0.0017,0.01,0.007,-2.0E-05
0.0002,-0.0044,0.0003,0.016,0.023,-0.00023
-0.0001,0.0009,0.001,0.013,0.01,-3.0E-05
0.0004,-0.0056,-0.0007,0.012,0.006,-0.00021
0.0001,0.0002,0.001,0.003,-0.01,0.00015
-0.0003,0.004,0.0023,0.005,-0.006,0.0002
-0.0002,0.0049,0.0006,0.005,0.009,0.00017
-0.0003,0.0023,0.001,0.006,0.028,-0.0001
0.0004,-0.0053,0.0016,0.008,0.026,-0.00032
-0.0001,0.0046,-0.0003,0.01,0.011,7.0E-05
-0.0002,0.002,0.0001,0.006,0.028,-8.0E-05
0.0002,-0.0068,0.0014,0.009,0.015,-0.00013
0.0002,-0.0034,0.0002,0.005,-0.011,0.00013
-0.0001,0.0076,0.0033,0.008,0,0.00015
-0.0002,0.0083,0.0039,0.012,0.012,0
0.0005,-0.0077,0.0002,0.016,0.022,-0.00026
-0.0001,0.0061,0.0007,0.003,0.013,5.0E-05
-0.0003,0.0031,0.0031,0.01,0.028,-0.00012
0.0003,-0.0069,0.0009,0.015,0.023,-0.00029
0.0002,0.0048,-0.0013,0.013,-0.014,0.00011
-0.0001,0.0074,-0.0021,0.007,-0.004,0.00013
0.0004,-0.0073,0.0019,0.016,0,-0.00021
-0.0001,0.0059,-0.0003,0.003,-0.011,0.00023
-0.0002,0.0083,0.0027,0.006,0.012,1.0E-05
-0.0001,0.0043,0.0033,0.013,0.029,-0.00019
0.0003,-0.0082,-0.0009,0.015,0.021,-0.00025
-0.0002,0.0046,0.0017,0.002,-0.003,0.0002
-0.0002,0.0017,0,0.012,0.01,9.0E-05
0.0001,-0.0043,0.0005,0.01,0.004,-0.0001
0.0001,-0.0008,0.0022,0.009,-0.009,-3.0E-05
-0.0004,0.0047,0,0.004,-0.006,0.00022
0.0001,-0.0055,0.0016,0.015,-0.008,-6.0E-05
-0.0001,0.0035,-0.0009,0.006,-0.022,0.00024
-0.0001,0.0084,0.0011,0.005,-0.006,0.00014
-0.0003,0.0071,0.0023,0.008,0.015,-9.0E-05
0.0001,-0.0062,0.0006,0.013,0.001,-0.00014
-0.0001,0.0045,0.0022,0.008,0.012,-1.0E-05
0.0003,-0.0039,-0.0037,0.011,0.016,-0.00017
-0.0002,0.0029,0.0012,0.012,0.011,2.0E-05
0.0002,-0.0056,-0.0002,0.013,0.005,-0.00015
0.0001,-0.003,-0.0006,0.008,-0.011,0.00013
-0.0001,0.0054,0.0001,0.003,-0.006,0.00017
0.0001,-0.0043,0.0015,0.017,0.008,-6.0E-05
-0.0004,0.005,0.0016,0.001,0.01,5.0E-05
0.0002,-0.0078,0.0019,0.015,0.002,-0.00015
0.0002,-0.0062,-0.0001,0.013,-0.013,0.00016
-0.0001,0.0032,0.0004,0.008,0.009,-3.0E-05
0.0001,-0.0036,0.0016,0.009,0.007,-6.0E-05
0.0002,-0.002,-0.0002,0.004,-0.011,1.0E-05
-0.0001,0.0038,0.0022,0.007,-0.009,0.00018
-0.0002,0.0034,0.0025,0.014,0.011,-6.0E-05
0.0002,-0.0053,-0.0001,0.01,0.007,-0.00016
0.0001,-0.0025,0.0005,0.008,-0.011,0.00012
0.0001,-0.0032,-0.0002,0.009,-0.011,-4.0E-05
0.0002,-0.0023,0.0017,0.015,-0.012,0
-0.0002,0.0056,0.0002,0.011,-0.007,0.00017
0.0004,-0.0064,-0.0006,0.009,0.005,-0.00043
-0.0001,0.0035,0.0023,0.011,-0.017,0.0002
-0.0001,0.0057,-0.0003,0.011,-0.005,6.0E-05
0.0004,-0.0054,0.0029,0.009,0.006,-0.00026
-0.0001,0.0053,-0.002,0.003,-0.008,0.00033
-0.0002,0.0084,0.0014,0.004,0.002,0.00015
-0.0003,0.0053,0.0017,0.012,0.027,-0.00018
0.0004,-0.006,0.001,0.015,0.027,-0.00038
0.0001,-0.0054,0.0038,0.015,0.01,-0.00029
0.0001,-0.0079,0.0017,0.014,0,-0.00013
0.0002,-0.0074,0.0009,0.014,-0.011,9.0E-05
-0.0002,0.0069,-0.0008,0.005,-0.014,0.00029
0.0002,-0.0073,0.0012,0.014,-0.004,-0.00019
-0.0004,0.0069,0.0034,0.022,-0.006,8.0E-05
0.0006,-0.0049,0.0021,0.019,0.006,-0.00017
-0.0005,-0.0003,0.0027,0.013,-0.009,0.00013
-0.0003,0.0051,0.0056,0.011,-0.004,0.00021
-0.0004,0.0057,0.0052,0.015,0.01,-4.0E-05
0.0003,-0.0069,0.0058,0.031,0.004,-0.00016
0.0001,-0.0073,0.0037,0.031,-0.01,3.0E-05
0.0002,-0.0014,0.0027,0.027,-0.028,0.00023
-0.0005,0.0079,0.0029,0.024,-0.018,0.00024
0.0008,-0.005,0.0006,0.018,0.009,-0.00024
0.0002,-0.0037,0.0063,0.023,-0.003,-0.00017
0.0005,-0.0049,0.004,0.023,-0.01,-5.0E-05
-0.0004,0.0085,0.0022,0.015,-0.001,0.00014
-0.0003,0.0059,0.0029,0.015,0.017,-0.00017
0.0014,-0.0138,0.0034,0.014,-0.014,-0.00017
-0.0001,0.0123,0.0072,0.01,-0.014,-1.0E-05
0.0003,-0.0071,0.0021,0.012,0.025,-0.00015
-0.0004,0.0043,0.0033,0.01,0.005,0.00022
0.0005,-0.0077,0.0018,0.019,0.003,-0.00028
-0.0004,0.0077,0.005,0.009,-0.008,0.00013
-0.0002,0.0011,0.0057,0.019,0.01,-0.00026
0.0011,-0.0113,0.0043,0.024,-0.007,-0.00036
-0.0005,0.0121,0.0018,0.017,-0.019,0.00047
-0.0003,0.0135,0.0037,0.018,0.012,-0.00014
-0.0002,0.0077,0.0032,0.02,0.031,-0.00037
0.0001,-0.0082,0.0024,0.021,0.03,-0.00043
-0.0003,0.0085,0.0009,0.006,-0.007,0.00046
-0.0001,0.0116,0.0035,0.007,0.023,-0.00011
-0.0002,0.0063,0.0036,0.01,0.045,-0.00029
0.0001,-0.0044,0.004,0.016,0.047,-0.0004
-0.0003,0.0049,0.0014,0.01,0.025,0.0002
0.0004,-0.0086,0.0038,0.015,0.024,-0.00031
-0.0003,0.0112,0.0032,0.005,0.003,0.0002
-0.0002,0.0039,0.0044,0.01,0.029,-0.00044
0.0006,-0.0049,0.0047,0.014,0.028,-0.00058
-0.0003,0.0032,0.0015,0.007,0.01,-2.0E-05
0.0005,-0.0064,0.0021,0.006,0.006,-0.00029
-0.0003,0.0087,0.0034,0.007,0.009,0.00017
-0.0002,0.0058,0.0039,0.012,0.033,-0.00017
0.0001,-0.0084,0.0033,0.02,0.024,-0.0002
-0.0002,0.005,0.0012,0.008,0.012,1.0E-05
0.0004,-0.0066,0.0038,0.007,0.006,-0.0001
0.0002,-0.0005,0.003,0.002,-0.009,6.0E-05
-0.0004,0.0034,0.0031,0.002,-0.007,0.00031
0.0005,-0.0069,0.005,0.011,-0.009,-0.00026
-0.0004,0.0066,0.0033,0.017,-0.024,0.0004
0.0002,0.0068,0.0035,0.021,0.011,-0.00014
0.0002,-0.0069,0.0002,0.009,0.02,-0.00038
0.0001,-0.0009,0.0037,0,-0.009,0.0002
-0.0005,0.0031,0.0031,0.001,-0.008,0.00029
0.0003,-0.0034,0.0041,0.014,-0.003,-0.00014
-0.0004,0.0048,0.0007,0.01,-0.006,0.00018
-0.0006,0.0063,0.0009,0.005,0.011,0.00011
0.0005,-0.0117,0.0019,0.006,0.003,-0.00034
-0.0004,0.0078,0.0077,-0.001,-0.024,0.00041
0.0003,-0.0036,0.0008,0.017,0.01,-0.00014
-0.0006,0.0073,-0.0001,0.007,0.011,0.00029
-0.0002,0,0.0038,0.011,0.028,-0.00036
0.0001,-0.0091,0.0031,0.013,0.019,-0.00044
0.0003,-0.0133,0.0017,0.012,0.003,-0.00022
0.0001,0.0052,0.0004,-0.001,-0.026,0.00036
-0.0001,0.01,0.0031,-0.003,-0.015,0.00027
-0.0002,0.0072,0.0097,0.009,0.012,-0.00026
0.0001,-0.0065,0.0028,0.021,0.012,-0.00025
-0.0004,0.0073,-0.0007,0.002,-0.004,0.00029
-0.0002,0.0068,0.0042,0.003,0.013,-0.00011
0.0002,-0.0061,0.0054,0.011,0.014,-0.00049
0.0002,-0.0104,0.002,0.012,-0.013,0.00012
-0.0004,0.0068,0.0036,0.008,-0.025,0.00025
0.0002,-0.0049,-0.0001,0.018,-0.001,-5.0E-05
0.0002,-0.0041,0.0014,0.016,-0.01,8.0E-05
-0.0005,0.0051,0.0031,0.017,-0.008,0.00014
0.0005,-0.0043,0.0017,0.02,-0.009,-4.0E-05
0.0001,0.004,0.0026,0.02,-0.013,0.00024
-0.0006,0.0075,0.0016,0.019,-0.005,0.00024
-0.0003,0.0046,0.0034,0.022,0.013,-0.00021
0.0005,-0.0065,0.0011,0.02,0.01,-0.00033
0.0001,-0.0054,0.0031,0.021,-0.013,0.00021
-0.0004,0.0074,0.0012,0.016,-0.008,0.00022
-0.0002,0.0059,0.003,0.018,0.01,-0.00013
-0.0006,0.0022,-0.0007,0.014,0.01,0.00011
0.0004,-0.0056,0.0026,0.012,0.007,-0.00032
0.0004,-0.0072,0.0035,0.015,-0.013,2.0E-05
-0.0004,0.0094,-0.0005,0.013,-0.003,0.00023
-0.0002,0.0051,0.0022,0.013,0.033,-0.00017
0.0003,-0.0066,0.0031,0.018,0.031,-0.00031
-0.0003,0.0043,0.0056,0.008,0.011,-2.0E-05
0.0007,-0.0067,-0.0017,0.027,0.006,-0.00024
-0.0006,0.0059,-0.0012,0.016,-0.008,0.00047
0.0002,-0.0035,0.001,0.007,0.005,-2.0E-05
-0.0002,0.0041,0.0035,0.008,0.014,0
-0.0002,-0.0044,0.002,0.017,0.01,-6.0E-05
0.0005,-0.0063,0.0006,0.015,0.001,-0.00014
-0.0003,0.0063,-0.0002,0.006,-0.004,0.00029
-0.0001,0.0075,0.0013,0.005,0.02,-4.0E-05
-0.0002,0.0038,0.0049,0.013,0.035,-0.00016
0.0006,-0.0115,-0.0009,0.024,0.01,-0.00014
-0.0001,0.0045,0.0018,0.001,-0.002,3.0E-05
-0.0003,0.0038,-0.0016,0.007,0.009,0.0002
-0.0001,0.004,-0.0003,0.004,0.016,-8.0E-05
0.0003,0.0001,0.0014,0.017,-0.009,6.0E-05
-0.0006,0.0053,0.0001,0.013,-0.005,0.00037
0.0004,-0.0097,0.0003,0.011,-0.015,-0.0002
-0.0006,0.011,0.0007,0.005,-0.004,3.0E-05
0.0002,-0.008,0.0039,0.014,0.011,-0.00055
0.0002,-0.0122,0.005,0.018,-0.004,-0.00021
-0.0001,0.0112,0.002,0.019,-0.017,0.00054
0.0001,0.0038,0.0028,0.022,0.013,-0.00051
-0.0002,0.0052,-0.0012,-0.001,0.013,3.0E-05
-0.0002,0.004,0.0023,0.004,0.008,0.00012
-0.0001,0.004,0.0039,0.008,0.016,-4.0E-05
-0.0004,0.0064,-0.003,0.006,0.032,0.0002
-0.0001,0.0047,-0.0016,0.001,0.042,-0.00027
0.0001,-0.0056,0.0044,0.005,0.042,-0.00037
0.0001,-0.0052,0.0039,0.012,0.008,-0.00012
0.0002,-0.0048,0.0021,0.012,-0.011,3.0E-05
-0.0002,0.0046,0.0023,0.013,-0.014,0.00025
-0.0001,0.006,0.0015,0.013,0.017,-4.0E-05
0.0006,-0.0047,-0.0005,0.011,0.025,-0.00034
0.0004,-0.0041,0.0035,-0.001,0.005,-0.00018
-0.0002,0.0075,0.0035,0.018,0.014,0.00013
-0.0001,0.0062,0.0008,0.021,0.026,-0.00013
0.0002,-0.0044,-0.0023,0.008,0.032,-0.00025
-0.0002,0.0093,0.0012,0.011,0.014,0.00013
-0.0002,0.0075,0.0023,0.013,0.03,-0.00017
0.0003,-0.0014,0.0034,0.003,-0.01,6.0E-05
-0.0004,0.0046,0.0044,0.01,-0.007,0.00026
0.0004,-0.0052,-0.0005,0.011,0.006,-0.00028
-0.0002,0.0056,0.0023,0,-0.005,0.00022
-0.0001,0.0053,0.0046,0.01,0.018,-7.0E-05
0.0002,-0.0056,-0.0009,0.013,0.006,-4.0E-05
0.0003,-0.0033,0.0036,0.021,-0.011,-5.0E-05
-0.0001,0.0043,0.0005,0.017,-0.012,0.00021
-0.0003,0.007,-0.0028,0.013,-0.005,0.0002
-0.0003,0.0013,-0.0014,0.003,0.011,-0.00022
0.0005,-0.0073,0.0025,0.001,0.005,-0.00037
0.0002,0.0038,0.0013,0.014,-0.011,1.0E-05
-0.0002,0.0064,-0.0003,0.011,-0.004,0.00024
-0.0003,0.0031,0.0003,0.008,0.01,-0.00018
0.0009,-0.0073,0.0026,0.009,0.006,-0.00049
-0.0004,0.0083,0.0022,0.007,-0.002,0.00039
0.0005,-0.0068,0.0007,0.014,0.024,-0.00034
-0.0005,0.0051,0.0003,0.007,0.008,0.00025
-0.0001,-0.0065,0.0021,0.014,0.008,-0.00016
0.0005,-0.0099,0.0017,0.014,-0.003,-0.00024
0.0001,-0.0022,0.0039,0.003,-0.01,-6.0E-05
-0.0003,0.0047,0.0008,0.011,-0.007,0.00013
0.0001,-0.0048,0.0037,0.003,-0.01,-3.0E-05
-0.0003,0.0037,-0.0007,0.014,-0.006,8.0E-05
0.0003,-0.0056,0.0006,0.007,-0.009,-0.00015
-0.0002,0.0091,0.0012,0.005,-0.004,0.00019
0.0003,-0.0068,0.0012,0.006,0.016,-0.0004
0.0002,-0.0085,0.0034,0.008,-0.014,6.0E-05
-0.0004,0.0101,-0.0001,0.01,-0.019,0.0004
0.0001,0.0017,0.0004,0.01,0.027,-0.00031
-0.0001,-0.0066,0.0032,0.013,0.007,-0.00025
-0.0004,0.0101,0.0035,-0.005,-0.024,0.0004
-0.0005,0.0101,0.0078,0.006,0.017,-0.00014
0.0004,-0.0082,0.0002,0.014,0.023,-0.00047
-0.0002,0.0063,-0.0015,0.013,-0.025,0.00015
0.0002,-0.0014,0.0005,0.026,-0.009,0
-0.0004,0.0029,-0.0064,0.018,-0.008,0.0001
0.0003,-0.0041,0.0017,0.016,-0.009,-9.0E-05
-0.0002,-0.0024,0.0019,0.02,-0.021,9.0E-05
0.0004,-0.0022,0.0027,0.026,-0.028,0
-0.0002,0.0059,-0.0023,0.018,-0.022,0.00017
-0.0002,0.0048,0.0006,0.014,0.011,-8.0E-05
0.0003,-0.0034,-0.0015,0.015,0.014,-0.0002
0.0003,-0.0035,0.0014,0.018,-0.011,-5.0E-05
-0.0002,0.007,-0.0002,0.016,0.003,7.0E-05
-0.0001,0.0043,0.0016,0.019,0.016,-0.00025
0.0001,-0.0034,0.0006,0.01,-0.01,0
-0.0002,0.0057,0.0004,0.013,-0.007,9.0E-05
0.0001,-0.0051,-0.0009,0.012,0.006,-2.0E-05
-0.0002,0.004,-0.0002,0.012,0.01,1.0E-05
0.0001,-0.0033,-0.0002,0.011,0.014,-0.00011
-0.0001,0.0004,-0.0008,0.011,0.011,-1.0E-05
-0.0001,-0.0034,0,0.012,0.008,-0.0002
0.0001,-0.0064,0.0011,0.012,-0.001,-7.0E-05
0.0001,-0.0052,0.0009,0.013,-0.011,8.0E-05
-0.0003,0.0046,0.0018,0.006,-0.007,1.0E-05
-0.0001,-0.001,-0.0017,0.01,-0.009,6.0E-05
0.0001,-0.0014,-0.0004,0.009,-0.01,-6.0E-05
0.0003,-0.0062,0.0004,0.013,-0.011,-0.00019
0.0001,-0.0035,0,0.011,-0.032,0.00014
-0.0002,0.0069,0.0013,0.01,-0.021,0.00011
0.0003,-0.0065,-0.0011,0.01,-0.014,-7.0E-05
0.0004,-0.0045,0.0051,0.011,-0.026,-0.00018
-0.0002,0.007,0.0012,0.009,-0.025,0.00015
-0.0003,0.0021,-0.001,0.007,0.011,0
0.0003,-0.0096,0.001,0.009,-0.002,-0.00027
0.0001,-0.0059,0.0001,0.009,-0.031,0.00024
0.0003,-0.0033,-0.0008,0.011,-0.01,-0.00017
-0.0002,0.0038,-0.0014,0.007,-0.004,0.00013
0.0001,-0.0043,0.0014,0.012,-0.003,-0.00011
0.0001,-0.0044,-0.0011,0.009,-0.01,2.0E-05
-0.0001,0.0055,0.001,0.008,-0.004,8.0E-05
-0.0002,0.0034,0.0014,0.012,0.011,-0.0001
0.0002,-0.0057,-0.001,0.012,0.006,-0.00016
-0.0002,0.0058,-0.0001,0.006,-0.003,0.00016
0.0002,-0.0022,0.0035,0.033,-0.024,6.0E-05
0.0001,0.0043,0.0025,0.031,-0.016,4.0E-05
0.0001,0.0054,0.0032,0.034,-0.005,2.0E-05
-0.0008,0.0053,0.0005,0.031,0.011,-4.0E-05
0.0011,-0.0064,-0.0011,0.025,0.011,-0.00031
-0.0003,0.0043,0.0032,0.021,-0.009,0.00016
-0.0005,0.0021,0.0039,0.03,0.009,-9.0E-05
0.0012,-0.0042,0.0011,0.029,0.008,-0.0003
-0.0003,0.002,0.0026,0.021,0.01,-4.0E-05
-0.0003,0.0042,0.0005,0.017,0.011,0.00011
-0.0001,-0.0039,-0.0002,0.019,0.015,-0.00011
0.0003,-0.0059,0.0008,0.018,0.007,-7.0E-05
-0.0004,0.0059,0,0.015,-0.006,0.00025
0.0005,-0.0055,-0.0008,0.02,0.02,-0.00023
0.0002,-0.0042,0.0013,0.015,0.007,-0.00012
0.0001,0.0038,0.0012,0.017,-0.007,0.00013
-0.0004,0.004,0.0006,0.013,0.01,0.00015
0.0002,-0.0033,0.0007,0.014,0.015,-0.00013
-0.0002,0.0045,0.0008,0.014,0.011,8.0E-05
0.0006,-0.0033,0.0012,0.027,-0.01,-7.0E-05
-0.0004,0.0052,-0.0017,0.018,-0.009,0.0002
-0.0002,0.0042,0.0036,0.015,0.011,-9.0E-05
0.0004,-0.0052,0.001,0.026,0.006,-0.0001
0.0002,-0.0015,-0.0011,0.026,-0.011,9.0E-05
-0.0006,0.0044,-0.002,0.019,-0.008,0.00021
0.0003,-0.0024,0.0013,0.02,-0.011,-7.0E-05
-0.0002,0.0053,-0.0006,0.015,-0.004,0.0001
0.0003,-0.0051,-0.0011,0.012,0.002,-7.0E-05
-0.0002,0.0054,0.0014,0.021,-0.005,0.00014
-0.0002,0.0051,-0.0002,0.02,0.011,-6.0E-05
0.0001,-0.0033,-0.0013,0.011,0.016,-0.00016
0.0001,-0.0055,0.0005,0.012,0.007,-8.0E-05
0.0001,-0.0044,0.0012,0.013,-0.012,6.0E-05
-0.0002,0.0053,0.001,0.021,-0.002,8.0E-05
0.0002,-0.006,-0.0008,0.009,0.01,-0.00016
0.0003,-0.0065,0.0003,0.013,-0.028,0.00011
-0.0005,0.0118,-0.0006,0.007,-0.003,0.00012
0.0001,-0.0038,-0.0002,0.012,0.005,-9.0E-05
0.0001,-0.0006,0.0004,0.009,-0.01,1.0E-05
-0.0002,0.0028,0.003,0.005,-0.005,5.0E-05
-0.0001,0.0037,-0.0006,0.014,0.011,0
0.0001,-0.0048,0,0.01,0.006,-8.0E-05
0.0001,-0.002,-0.0006,0.008,-0.01,0.0001
-0.0002,0.004,0.0008,0.008,-0.006,0.00013
0.0001,-0.0038,0.0016,0.017,-0.002,-7.0E-05
0.0001,-0.0024,0.0003,0.017,-0.011,9.0E-05
-0.0002,0.0061,-0.0019,0.008,-0.002,0.00015
-0.0002,0.0041,-0.0003,0.006,0.011,-0.00015
0.0002,-0.0044,-0.0009,0.006,0.007,-9.0E-05
-0.0002,0.0041,0.0041,0.012,0.014,4.0E-05
0.0001,-0.0062,0.0003,0.016,-0.001,-1.0E-05
0.0003,-0.004,0.0009,0.017,0.008,-0.00017
-0.0001,0.0048,-0.0004,0.004,0.01,3.0E-05
-0.0001,0.0036,0.0006,0.005,0.018,-9.0E-05
0.0001,-0.0054,0.0012,0.01,0.008,-7.0E-05
0.0001,-0.0039,0.002,0.016,-0.01,8.0E-05
-0.0001,0.0069,-0.0003,0.014,0,0.00012
-0.0001,0.0066,0,0.014,0.011,-8.0E-05
0.0001,-0.0031,0.0013,0.005,-0.013,4.0E-05
0.0001,-0.0036,-0.0005,0.014,0.011,-0.00017
-0.0001,0.0039,0.0013,0.004,0.011,2.0E-05
-0.0001,0.0023,-0.0001,0.006,0.027,2.0E-05
-0.0001,0.0012,0.001,0.008,0.03,-0.00012
0.0001,-0.0058,0.0013,0.012,0.02,-0.00011
-0.0002,0.0051,0.001,0.003,-0.003,0.00013
0.0001,-0.0033,0.0032,0.015,0.006,-0.00014
-0.0001,0.0038,0.0008,0.012,-0.007,0.00019
-0.0001,0.0062,-0.0009,0.009,0.01,2.0E-05
-0.0001,0.0039,0.0014,0.009,0.031,-9.0E-05
-0.0001,0.0026,-0.0022,0.002,0.027,0.0001
-0.0001,0.0021,0.0011,0.004,0.036,-6.0E-05
-0.0001,-0.0054,0.0017,0.021,0.025,-3.0E-05
0.0001,-0.0065,0.0008,0.021,0.017,-8.0E-05
-0.0001,0.0044,-0.0012,0.005,-0.006,0.00022
-0.0002,0.0063,0,0.004,0.012,0
0.0001,0.0042,0.001,0.006,0.021,-0.00016
-0.0001,0.0014,0.0013,0.008,0.027,-0.00012
0.0002,-0.0046,0.0015,0.012,0.022,-0.00017
0.0002,-0.0043,0.0014,0.006,-0.012,0
-0.0002,0.0054,0.0001,0.01,-0.004,0.0001
0.0002,-0.0029,-0.0004,0.005,-0.011,0
-0.0002,0.0047,-0.0007,0.004,-0.005,8.0E-05
-0.0002,0.001,0.0022,0.012,0.009,3.0E-05
